word1,type,len,pos1,stemmed1,priorpolarity
disrupt,strongsubj,1,verb,y,negative
disruption,strongsubj,1,adj,n,negative
disruption,strongsubj,1,noun,n,negative
disruptive,strongsubj,1,adj,n,negative
dissatisfaction,strongsubj,1,adj,n,negative
dissatisfaction,strongsubj,1,noun,n,negative
dissatisfactory,strongsubj,1,adj,n,negative
dissatisfied,strongsubj,1,adj,n,negative
dissatisfy,strongsubj,1,verb,y,negative
dissatisfying,strongsubj,1,anypos,y,negative
dissemble,strongsubj,1,verb,y,negative
dissembler,strongsubj,1,noun,n,negative
dissension,strongsubj,1,noun,n,negative
dissent,strongsubj,1,adj,n,negative
dissent,strongsubj,1,noun,n,negative
dissenter,strongsubj,1,noun,n,negative
dissention,strongsubj,1,noun,n,negative
disservice,strongsubj,1,adj,n,negative
disservice,strongsubj,1,noun,n,negative
dissidence,strongsubj,1,noun,n,negative
dissident,strongsubj,1,adj,n,negative
dissident,strongsubj,1,noun,n,negative
dissidents,strongsubj,1,adj,n,negative
dissidents,strongsubj,1,noun,n,negative
dissocial,strongsubj,1,adj,n,negative
dissolute,strongsubj,1,adj,n,negative
dissolution,weaksubj,1,noun,n,negative
dissonance,strongsubj,1,noun,n,negative
dissonant,strongsubj,1,adj,n,negative
dissonantly,strongsubj,1,adverb,n,negative
dissuade,strongsubj,1,verb,y,negative
dissuasive,strongsubj,1,adj,n,negative
distaste,strongsubj,1,noun,n,negative
distasteful,strongsubj,1,adj,n,negative
distastefully,strongsubj,1,adverb,n,negative
distinct,weaksubj,1,adj,n,positive
distinction,weaksubj,1,noun,n,positive
distinctive,weaksubj,1,adj,n,positive
distinctive,weaksubj,1,adj,n,positive
distinctive,weaksubj,1,noun,n,positive
distinctly,weaksubj,1,adj,n,neutral
distinguish,weaksubj,1,verb,y,positive
distinguished,strongsubj,1,adj,n,positive
distort,strongsubj,1,verb,y,negative
distortion,strongsubj,1,adj,n,negative
distortion,strongsubj,1,noun,n,negative
distract,weaksubj,1,verb,y,negative
distracting,strongsubj,1,adj,n,negative
distraction,strongsubj,1,adj,n,negative
distraction,strongsubj,1,noun,n,negative
distraught,strongsubj,1,adj,n,negative
distraughtly,strongsubj,1,anypos,n,negative
distraughtness,strongsubj,1,noun,n,negative
distress,strongsubj,1,verb,y,negative
distressed,strongsubj,1,adj,n,negative
distressing,strongsubj,1,adj,n,negative
distressingly,strongsubj,1,anypos,n,negative
distrust,strongsubj,1,verb,y,negative
distrustful,strongsubj,1,adj,n,negative
distrusting,strongsubj,1,anypos,n,negative
disturb,strongsubj,1,verb,y,negative
disturbed,strongsubj,1,adj,n,negative
disturbed,strongsubj,1,let,adj,n negative
disturbed,strongsubj,1,let,noun,n negative
disturbing,strongsubj,1,anypos,n,negative
disturbingly,strongsubj,1,anypos,n,negative
disunity,strongsubj,1,noun,n,negative
disvalue,strongsubj,1,noun,n,negative
divergent,weaksubj,1,adj,n,negative
diversified,weaksubj,1,adj,n,positive
divide,weaksubj,1,verb,y,negative
divided,weaksubj,1,adj,n,negative
divine,strongsubj,1,adj,n,positive
divine,strongsubj,1,anypos,y,positive
divinely,strongsubj,1,anypos,n,positive
division,weaksubj,1,noun,n,negative
divisive,strongsubj,1,adj,n,negative
divisively,strongsubj,1,adverb,n,negative
divisiveness,strongsubj,1,noun,n,negative
divorce,weaksubj,1,noun,n,negative
divorce,weaksubj,1,verb,y,negative
divorced,weaksubj,1,adj,n,negative
dizzy,strongsubj,1,adj,n,negative
dizzing,strongsubj,1,adj,n,negative
dizzingly,strongsubj,1,adverb,n,negative
doddering,strongsubj,1,adj,n,negative
dodge,strongsubj,1,adj,n,positive
dodge,strongsubj,1,noun,n,positive
dodgey,strongsubj,1,adj,n,negative
dogged,strongsubj,1,adj,n,negative
doggedly,strongsubj,1,adverb,n,negative
dogmatic,strongsubj,1,adj,n,negative
doldrums,strongsubj,1,noun,n,negative
dominance,weaksubj,1,adj,n,negative
dominance,weaksubj,1,noun,n,negative
dominant,weaksubj,1,adj,n,neutral
dominant,weaksubj,1,noun,n,neutral
dominate,weaksubj,1,verb,y,negative
domination,strongsubj,1,adj,n,negative
domination,strongsubj,1,noun,n,negative
domineer,strongsubj,1,verb,y,negative
domineering,strongsubj,1,adj,n,negative
domineering,strongsubj,1,noun,n,negative
doom,strongsubj,1,verb,y,negative
doomsday,strongsubj,1,adj,n,negative
doomsday,strongsubj,1,noun,n,negative
dope,weaksubj,1,noun,n,negative
dote,strongsubj,1,verb,y,positive
dotingly,strongsubj,1,adverb,n,positive
doubt,strongsubj,1,noun,n,negative
doubt,strongsubj,1,verb,y,negative
doubtful,strongsubj,1,adj,n,negative
doubtfully,strongsubj,1,adverb,n,negative
doubtless,strongsubj,1,adverb,n,positive
doubts,strongsubj,1,adj,n,negative
doubts,strongsubj,1,noun,n,negative
down,weaksubj,1,noun,n,negative
downbeat,strongsubj,1,adj,n,negative
downcast,strongsubj,1,adj,n,negative
downer,strongsubj,1,noun,n,negative
downfall,strongsubj,1,noun,n,negative
downfallen,strongsubj,1,noun,n,negative
downgrade,weaksubj,1,verb,y,negative
downhearted,strongsubj,1,adj,n,negative
downheartedly,strongsubj,1,adverb,n,negative
downright,strongsubj,1,anypos,n,neutral
downside,strongsubj,1,noun,n,negative
drab,strongsubj,1,adj,n,negative
draconian,strongsubj,1,adj,n,negative
draconic,strongsubj,1,adj,n,negative
dragon,strongsubj,1,noun,n,negative
dragons,strongsubj,1,adj,n,negative
dragons,strongsubj,1,noun,n,negative
dragoon,strongsubj,1,verb,y,negative
drain,strongsubj,1,adj,n,negative
drain,strongsubj,1,noun,n,negative
drama,strongsubj,1,adj,n,negative
drama,strongsubj,1,noun,n,negative
dramatic,strongsubj,1,adj,n,neutral
dramatically,strongsubj,1,anypos,n,neutral
drastic,strongsubj,1,adj,n,negative
drastically,strongsubj,1,adj,n,negative
dread,strongsubj,1,anypos,n,negative
dread,strongsubj,1,verb,y,negative
dreadful,strongsubj,1,anypos,n,negative
dreadfully,strongsubj,1,anypos,n,negative
dreadfulness,strongsubj,1,noun,n,negative
dream,weaksubj,1,adj,n,positive
dream,weaksubj,1,noun,n,positive
dream,strongsubj,1,verb,y,positive
dreamland,strongsubj,1,noun,n,positive
dreams,weaksubj,1,adj,n,positive
dreams,weaksubj,1,noun,n,positive
dreamy,weaksubj,1,adj,n,positive
dreary,strongsubj,1,adj,n,negative
drive,weaksubj,1,noun,n,positive
driven,weaksubj,1,adj,n,positive
drones,strongsubj,1,adj,n,negative
drones,strongsubj,1,noun,n,negative
droop,weaksubj,1,verb,y,negative
drought,weaksubj,1,adj,n,negative
drought,weaksubj,1,noun,n,negative
drowning,weaksubj,1,anypos,n,negative
drunk,strongsubj,1,adj,n,negative
drunkard,strongsubj,1,noun,n,negative
drunken,strongsubj,1,adj,n,negative
dubious,strongsubj,1,adj,n,negative
dubiously,strongsubj,1,adverb,n,negative
dubitable,strongsubj,1,adj,n,negative
dud,weaksubj,1,anypos,n,negative
dull,weaksubj,1,adj,n,negative
dullard,strongsubj,1,noun,n,negative
dumb,strongsubj,1,adj,n,negative
dumb,strongsubj,1,noun,n,negative
dumbfound,strongsubj,1,verb,y,negative
dumbfounded,strongsubj,1,adj,n,negative
dummy,strongsubj,1,noun,n,negative
dump,weaksubj,1,noun,n,negative
dunce,strongsubj,1,noun,n,negative
dungeon,strongsubj,1,noun,n,negative
dungeons,strongsubj,1,adj,n,negative
dungeons,strongsubj,1,noun,n,negative
dupe,strongsubj,1,verb,y,negative
durable,weaksubj,1,adj,n,positive
durability,weaksubj,1,noun,n,positive
dusty,weaksubj,1,adj,n,negative
duty,weaksubj,1,noun,n,neutral
dwindle,weaksubj,1,verb,y,negative
dwindling,weaksubj,1,adj,n,negative
dynamic,weaksubj,1,adj,n,positive
dying,weaksubj,1,anypos,n,negative
eager,strongsubj,1,adj,n,positive
eagerly,strongsubj,1,anypos,n,positive
eagerness,strongsubj,1,noun,n,positive
earnest,strongsubj,1,adj,n,positive
earnestly,strongsubj,1,anypos,n,positive
earnestness,strongsubj,1,anypos,n,positive
earsplitting,strongsubj,1,adj,n,negative
ease,weaksubj,1,noun,n,positive
ease,weaksubj,1,verb,y,positive
easier,weaksubj,1,anypos,y,positive
easiest,weaksubj,1,anypos,y,positive
easily,weaksubj,1,anypos,y,positive
easiness,weaksubj,1,anypos,y,positive
easy,weaksubj,1,adj,n,positive
easygoing,strongsubj,1,adj,n,positive
ebullience,strongsubj,1,noun,n,positive
ebullient,strongsubj,1,adj,n,positive
ebulliently,strongsubj,1,anypos,n,positive
eccentric,weaksubj,1,adj,n,negative
eccentricity,weaksubj,1,noun,n,negative
eclectic,strongsubj,1,adj,n,positive
economical,weaksubj,1,adj,n,positive
ecstasies,strongsubj,1,noun,n,positive
ecstasy,strongsubj,1,noun,n,positive
ecstatic,strongsubj,1,adj,n,positive
ecstatically,strongsubj,1,anypos,n,positive
edgy,strongsubj,1,adj,n,negative
edify,strongsubj,1,verb,y,positive
educable,weaksubj,1,adj,n,positive
educated,weaksubj,1,adj,n,positive
educational,weaksubj,1,adj,n,positive
effective,weaksubj,1,adj,n,positive
effectively,weaksubj,1,adverb,n,neutral
effectiveness,weaksubj,1,noun,n,positive
effectual,weaksubj,1,adj,n,positive
efficacious,weaksubj,1,adj,n,positive
efficiency,weaksubj,1,noun,n,positive
efficient,weaksubj,1,adj,n,positive
effigy,strongsubj,1,noun,n,negative
effortless,strongsubj,1,adj,n,positive
effortlessly,strongsubj,1,adverb,n,positive
effrontery,strongsubj,1,anypos,n,negative
effusion,strongsubj,1,noun,n,positive
effusive,strongsubj,1,adj,n,positive
effusively,strongsubj,1,anypos,n,positive
effusiveness,strongsubj,1,noun,n,positive
egalitarian,weaksubj,1,adj,n,positive
ego,strongsubj,1,adj,n,negative
ego,strongsubj,1,noun,n,negative
egocentric,strongsubj,1,adj,n,negative
egomania,strongsubj,1,noun,n,negative
egotism,strongsubj,1,noun,n,negative
egotistical,strongsubj,1,adj,n,negative
egotistically,strongsubj,1,adverb,n,negative
egregious,strongsubj,1,adj,n,negative
egregiously,strongsubj,1,anypos,n,negative
ejaculate,strongsubj,1,verb,y,negative
elaborate,strongsubj,1,adj,n,neutral
elan,strongsubj,1,noun,n,positive
elate,weaksubj,1,verb,y,positive
elated,strongsubj,1,adj,n,positive
elatedly,strongsubj,1,adverb,n,positive
elation,strongsubj,1,noun,n,positive
election,strongsubj,1,rigger,adj,n negative
election,strongsubj,1,rigger,noun,n negative
electrification,strongsubj,1,adj,n,positive
electrification,strongsubj,1,noun,n,positive
electrify,weaksubj,1,verb,y,positive
elegance,strongsubj,1,noun,n,positive
elegant,strongsubj,1,adj,n,positive
elegantly,strongsubj,1,adverb,n,positive
elevate,weaksubj,1,verb,y,positive
elevated,weaksubj,1,adj,n,positive
eligible,weaksubj,1,adj,n,positive
eliminate,weaksubj,1,verb,y,negative
elimination,weaksubj,1,noun,n,negative
elite,weaksubj,1,anypos,n,positive
eloquence,strongsubj,1,noun,n,positive
eloquent,strongsubj,1,adj,n,positive
eloquently,strongsubj,1,anypos,n,positive
else,weaksubj,1,anypos,y,neutral
emaciated,strongsubj,1,anypos,n,negative
emancipate,weaksubj,1,verb,y,positive
emasculate,strongsubj,1,verb,y,negative
embarrass,strongsubj,1,verb,y,negative
embarrassing,strongsubj,1,anypos,n,negative
embarrassingly,strongsubj,1,anypos,n,negative
embarrassment,strongsubj,1,noun,n,negative
embattled,weaksubj,1,adj,n,negative
embellish,strongsubj,1,verb,y,positive
embodiment,strongsubj,1,noun,n,neutral
embolden,weaksubj,1,verb,y,positive
embrace,strongsubj,1,verb,y,positive
embroil,strongsubj,1,verb,y,negative
embroiled,strongsubj,1,adj,n,negative
embroilment,strongsubj,1,noun,n,negative
eminence,strongsubj,1,noun,n,positive
eminent,strongsubj,1,adj,n,positive
emotion,strongsubj,1,adj,n,neutral
emotion,strongsubj,1,noun,n,neutral
emotional,strongsubj,1,adj,n,negative
emotions,weaksubj,1,adj,n,neutral
emotions,weaksubj,1,noun,n,neutral
empathize,strongsubj,1,verb,y,negative
empathy,strongsubj,1,noun,n,negative
emphasise,weaksubj,1,adj,n,neutral
emphasise,weaksubj,1,noun,n,neutral
emphatic,strongsubj,1,anypos,n,negative
emphatically,strongsubj,1,anypos,n,negative
empower,weaksubj,1,verb,y,positive
empowerment,weaksubj,1,noun,n,positive
emptiness,strongsubj,1,adj,n,negative
emptiness,strongsubj,1,noun,n,negative
empty,weaksubj,1,adj,n,negative
enable,weaksubj,1,verb,y,positive
enchant,strongsubj,1,verb,y,positive
enchanted,strongsubj,1,anypos,n,positive
enchanting,strongsubj,1,anypos,n,positive
enchantingly,strongsubj,1,anypos,n,positive
encourage,weaksubj,1,verb,y,positive
encouragement,strongsubj,1,adj,n,positive
encouragement,strongsubj,1,noun,n,positive
encouraging,strongsubj,1,adj,n,positive
encouraging,strongsubj,1,noun,n,positive
encouragingly,strongsubj,1,anypos,n,positive
encroach,weaksubj,1,verb,y,negative
encroachment,weaksubj,1,noun,n,negative
endanger,strongsubj,1,verb,y,negative
endear,strongsubj,1,verb,y,positive
endearing,strongsubj,1,adj,n,positive
endless,weaksubj,1,adj,n,negative
endorse,strongsubj,1,verb,y,positive
endorsement,strongsubj,1,adj,n,positive
endorsement,strongsubj,1,noun,n,positive
endorser,strongsubj,1,noun,n,positive
endurable,strongsubj,1,adj,n,positive
endure,strongsubj,1,verb,y,positive
enduring,strongsubj,1,adj,n,positive
enemies,weaksubj,1,adj,n,negative
enemies,weaksubj,1,noun,n,negative
enemy,weaksubj,1,noun,n,negative
energetic,weaksubj,1,adj,n,positive
energetic,weaksubj,1,noun,n,positive
energize,weaksubj,1,verb,y,positive
enervate,strongsubj,1,verb,y,negative
enfeeble,strongsubj,1,verb,y,negative
enflame,strongsubj,1,verb,y,negative
engage,weaksubj,1,verb,y,neutral
engaging,strongsubj,1,adj,n,positive
engross,weaksubj,1,verb,y,neutral
engrossing,strongsubj,1,anypos,n,positive
engulf,weaksubj,1,verb,y,negative
enhance,weaksubj,1,verb,y,positive
enhanced,weaksubj,1,adj,n,positive
enhancement,weaksubj,1,noun,n,positive
enjoin,strongsubj,1,verb,y,negative
enjoy,weaksubj,1,verb,y,positive
enjoyable,strongsubj,1,adj,n,positive
enjoyably,strongsubj,1,adverb,n,positive
enjoyment,strongsubj,1,noun,n,positive
enlighten,weaksubj,1,verb,y,positive
enlightenment,weaksubj,1,noun,n,positive
enliven,weaksubj,1,verb,y,positive
enmity,strongsubj,1,noun,n,negative
ennoble,strongsubj,1,verb,y,positive
enormities,strongsubj,1,noun,n,negative
enormity,strongsubj,1,noun,n,negative
enormous,strongsubj,1,anypos,n,negative
enormously,strongsubj,1,anypos,n,negative
enough,weaksubj,1,anypos,y,neutral
enrage,strongsubj,1,verb,y,negative
enraged,strongsubj,1,adj,n,negative
enrapt,strongsubj,1,adj,n,positive
enrapture,weaksubj,1,verb,y,positive
enraptured,strongsubj,1,anypos,y,positive
enrich,weaksubj,1,verb,y,positive
enrichment,weaksubj,1,noun,n,positive
enslave,strongsubj,1,verb,y,negative
ensure,weaksubj,1,verb,y,positive
entangle,weaksubj,1,verb,y,negative
entanglement,weaksubj,1,noun,n,negative
enterprising,weaksubj,1,adj,n,positive
entertain,weaksubj,1,verb,y,positive
entertaining,strongsubj,1,adj,n,positive
enthral,strongsubj,1,verb,y,positive
enthrall,strongsubj,1,verb,y,positive
enthralled,strongsubj,1,anypos,y,positive
enthuse,strongsubj,1,verb,y,positive
enthusiasm,strongsubj,1,noun,n,positive
enthusiast,strongsubj,1,noun,n,positive
enthusiastic,strongsubj,1,adj,n,positive
enthusiastically,strongsubj,1,adverb,n,positive
entice,strongsubj,1,verb,y,positive
enticing,strongsubj,1,anypos,n,positive
enticingly,strongsubj,1,anypos,n,positive
entire,weaksubj,1,anypos,n,neutral
entirely,strongsubj,1,anypos,n,neutral
entrance,weaksubj,1,verb,y,positive
entranced,strongsubj,1,anypos,y,positive
entrancing,strongsubj,1,adj,n,positive
entrap,strongsubj,1,verb,y,negative
entrapment,strongsubj,1,noun,n,negative
entreat,strongsubj,1,verb,y,positive
entreatingly,strongsubj,1,anypos,n,positive
entrenchment,strongsubj,1,adj,n,neutral
entrenchment,strongsubj,1,noun,n,neutral
entrust,weaksubj,1,verb,y,positive
enviable,strongsubj,1,adj,n,positive
enviably,strongsubj,1,anypos,n,positive
envious,strongsubj,1,adj,n,negative
enviously,strongsubj,1,anypos,n,negative
enviousness,strongsubj,1,noun,n,negative
envision,weaksubj,1,verb,y,positive
envisions,weaksubj,1,adj,n,positive
envisions,weaksubj,1,noun,n,positive
envy,strongsubj,1,noun,n,negative
envy,strongsubj,1,verb,y,negative
epic,strongsubj,1,adj,n,positive
epidemic,weaksubj,1,adj,n,negative
epitome,strongsubj,1,noun,n,positive
equality,weaksubj,1,adj,n,positive
equality,weaksubj,1,noun,n,positive
equitable,weaksubj,1,adj,n,positive
equivocal,strongsubj,1,adj,n,negative
eradicate,weaksubj,1,verb,y,negative
erase,weaksubj,1,verb,y,negative
erode,weaksubj,1,verb,y,negative
erosion,weaksubj,1,noun,n,negative
err,strongsubj,1,verb,y,negative
errant,weaksubj,1,adj,n,negative
erratic,strongsubj,1,adj,n,negative
erratically,strongsubj,1,adverb,n,negative
erroneous,strongsubj,1,adj,n,negative
erroneous,strongsubj,1,anypos,y,negative
erroneously,strongsubj,1,anypos,n,negative
error,weaksubj,1,adj,n,negative
error,weaksubj,1,noun,n,negative
erudite,strongsubj,1,adj,n,positive
escapade,weaksubj,1,noun,n,negative
eschew,strongsubj,1,verb,y,negative
esoteric,weaksubj,1,adj,n,negative
essential,weaksubj,1,adj,n,positive
especially,strongsubj,1,anypos,n,positive
esteem,strongsubj,1,noun,n,positive
esteem,strongsubj,1,verb,y,positive
estranged,strongsubj,1,adj,n,negative
established,weaksubj,1,adj,n,positive
eternal,weaksubj,1,adj,n,negative
eternity,strongsubj,1,adj,n,positive
eternity,strongsubj,1,noun,n,positive
ethical,strongsubj,1,adj,n,positive
eulogize,strongsubj,1,verb,y,positive
euphoria,strongsubj,1,noun,n,positive
euphoric,strongsubj,1,adj,n,positive
euphorically,strongsubj,1,anypos,n,positive
evaluate,strongsubj,1,verb,y,neutral
evaluation,weaksubj,1,adj,n,neutral
evaluation,weaksubj,1,noun,n,neutral
evade,weaksubj,1,verb,y,negative
evasion,weaksubj,1,noun,n,negative
evasive,weaksubj,1,adj,n,negative
even,weaksubj,1,adverb,n,positive
evenly,weaksubj,1,adverb,n,positive
eventful,weaksubj,1,adj,n,positive
everlasting,strongsubj,1,adj,n,positive
evident,weaksubj,1,anypos,y,positive
evidently,strongsubj,1,anypos,y,positive
evil,strongsubj,1,adj,n,negative
evil,strongsubj,1,noun,n,negative
evildoer,strongsubj,1,noun,n,negative
evils,strongsubj,1,adj,n,negative
evils,strongsubj,1,noun,n,negative
eviscerate,strongsubj,1,verb,y,negative
evocative,strongsubj,1,adj,n,positive
exacerbate,strongsubj,1,verb,y,negative
exact,strongsubj,1,adj,n,neutral
exacting,weaksubj,1,adj,n,negative
exactly,strongsubj,1,anypos,n,neutral
exaggerate,strongsubj,1,verb,y,negative
exaggeration,strongsubj,1,adj,n,negative
exaggeration,strongsubj,1,noun,n,negative
exalt,strongsubj,1,adj,n,positive
exalt,strongsubj,1,verb,y,positive
exaltation,strongsubj,1,noun,n,positive
exalted,strongsubj,1,adj,n,positive
exaltedly,strongsubj,1,adverb,n,positive
exalting,strongsubj,1,adj,n,positive
exaltingly,strongsubj,1,anypos,n,positive
exasperate,strongsubj,1,verb,y,negative
exasperation,strongsubj,1,noun,n,negative
exasperating,strongsubj,1,adj,n,negative
exasperatingly,strongsubj,1,anypos,y,negative
exceed,strongsubj,1,verb,y,positive
exceeding,strongsubj,1,adj,n,positive
exceedingly,strongsubj,1,anypos,n,positive
excel,strongsubj,1,verb,y,positive
excellence,strongsubj,1,noun,n,positive
excellency,strongsubj,1,noun,n,positive
excellent,strongsubj,1,anypos,n,positive
excellently,strongsubj,1,anypos,n,positive
exceptional,strongsubj,1,anypos,n,positive
exceptionally,strongsubj,1,anypos,n,positive
excessive,strongsubj,1,adj,n,negative
excessively,strongsubj,1,adj,n,negative
excite,weaksubj,1,verb,y,positive
excited,strongsubj,1,adj,n,positive
excitedly,strongsubj,1,anypos,n,positive
excitedness,strongsubj,1,noun,n,positive
excitement,strongsubj,1,noun,n,positive
exciting,strongsubj,1,adj,n,positive
excitingly,strongsubj,1,adverb,n,positive
exclaim,strongsubj,1,verb,y,negative
exclude,weaksubj,1,verb,y,negative
exclusion,weaksubj,1,noun,n,negative
exclusive,weaksubj,1,adj,n,positive
exclusively,weaksubj,1,adj,n,neutral
excoriate,strongsubj,1,verb,y,negative
excruciating,strongsubj,1,anypos,n,negative
excruciatingly,strongsubj,1,anypos,n,negative
excusable,strongsubj,1,adj,n,positive
excusable,strongsubj,1,noun,n,positive
excuse,weaksubj,1,adj,n,negative
excuse,weaksubj,1,noun,n,negative
excuse,weaksubj,1,verb,y,positive
excuses,weaksubj,1,adj,n,negative
excuses,weaksubj,1,noun,n,negative
execrate,strongsubj,1,verb,y,negative
exemplar,strongsubj,1,noun,n,positive
exemplary,strongsubj,1,adj,n,positive
exhaust,weaksubj,1,verb,y,negative
exhaustion,weaksubj,1,noun,n,negative
exhaustive,weaksubj,1,adj,n,positive
exhaustively,weaksubj,1,adverb,n,positive
exhilarate,strongsubj,1,verb,y,positive
exhilarating,strongsubj,1,anypos,n,positive
exhilaratingly,strongsubj,1,anypos,n,positive
exhilaration,strongsubj,1,noun,n,positive
exhort,strongsubj,1,verb,y,negative
exile,weaksubj,1,verb,y,negative
exonerate,strongsubj,1,verb,y,positive
exorbitant,strongsubj,1,adj,n,negative
exorbitantance,strongsubj,1,noun,n,negative
exorbitantly,strongsubj,1,anypos,n,negative
expansive,strongsubj,1,adj,n,positive
expectation,weaksubj,1,adj,n,neutral
expectation,weaksubj,1,noun,n,neutral
expedient,weaksubj,1,adj,n,negative
expediencies,weaksubj,1,adj,n,negative
expediencies,weaksubj,1,noun,n,negative
expel,weaksubj,1,verb,y,negative
expensive,weaksubj,1,adj,n,negative
expensive,weaksubj,1,noun,n,negative
experienced,weaksubj,1,adj,n,positive
expert,weaksubj,1,adj,n,positive
expertly,strongsubj,1,adverb,n,positive
expire,strongsubj,1,verb,y,negative
explicit,strongsubj,1,adj,n,positive
explicitly,strongsubj,1,adverb,n,positive
explode,weaksubj,1,verb,y,negative
exploit,strongsubj,1,verb,y,negative
exploitation,strongsubj,1,adj,n,negative
exploitation,strongsubj,1,noun,n,negative
expose,weaksubj,1,verb,y,negative
exposed,weaksubj,1,adj,n,negative
explosive,weaksubj,1,adj,n,negative
expound,weaksubj,1,verb,y,neutral
expression,weaksubj,1,adj,n,neutral
expression,weaksubj,1,noun,n,neutral
expressions,weaksubj,1,adj,n,neutral
expressions,weaksubj,1,noun,n,neutral
expressive,weaksubj,1,adj,n,positive
expropriate,weaksubj,1,adj,n,negative
expropriate,weaksubj,1,noun,n,negative
expropriation,weaksubj,1,adj,n,negative
expropriation,weaksubj,1,noun,n,negative
expulse,weaksubj,1,verb,y,negative
expunge,strongsubj,1,verb,y,negative
exquisite,strongsubj,1,adj,n,positive
exquisitely,strongsubj,1,adverb,n,positive
extemporize,strongsubj,1,verb,y,neutral
extensive,weaksubj,1,adj,n,neutral
extensively,strongsubj,1,anypos,y,neutral
exterminate,strongsubj,1,verb,y,negative
extermination,strongsubj,1,noun,n,negative
extinguish,weaksubj,1,verb,y,negative
extol,strongsubj,1,verb,y,positive
extoll,strongsubj,1,verb,y,positive
extort,weaksubj,1,verb,y,negative
extortion,strongsubj,1,noun,n,negative
extraneous,weaksubj,1,adj,n,negative
extraordinarily,strongsubj,1,anypos,n,positive
extraordinary,strongsubj,1,anypos,n,positive
extravagance,strongsubj,1,noun,n,negative
extravagant,strongsubj,1,adj,n,negative
extravagantly,strongsubj,1,anypos,n,negative
extreme,weaksubj,1,adj,n,negative
extreme,strongsubj,1,anypos,n,negative
extremely,strongsubj,1,anypos,n,negative
extremism,weaksubj,1,adj,n,negative
extremism,weaksubj,1,noun,n,negative
extremist,weaksubj,1,adj,n,negative
extremists,weaksubj,1,adj,n,negative
extremists,weaksubj,1,noun,n,negative
exuberance,strongsubj,1,noun,n,positive
exuberant,strongsubj,1,adj,n,positive
exuberantly,strongsubj,1,anypos,n,positive
exult,strongsubj,1,verb,y,positive
exultation,strongsubj,1,noun,n,positive
exultingly,strongsubj,1,anypos,n,positive
eyebrows,weaksubj,1,adj,n,neutral
eyebrows,weaksubj,1,noun,n,neutral
fabricate,weaksubj,1,verb,y,negative
fabrication,strongsubj,1,noun,n,negative
fabulous,strongsubj,1,adj,n,positive
fabulously,strongsubj,1,anypos,n,positive
facetious,strongsubj,1,adj,n,negative
facetiously,strongsubj,1,adverb,n,negative
facilitate,weaksubj,1,verb,y,positive
fact,strongsubj,1,anypos,n,neutral
facts,strongsubj,1,anypos,n,neutral
factual,weaksubj,1,anypos,n,neutral
fading,weaksubj,1,anypos,n,negative
fail,weaksubj,1,verb,y,negative
failing,strongsubj,1,noun,n,negative
failure,weaksubj,1,adj,n,negative
failure,weaksubj,1,noun,n,negative
failures,weaksubj,1,adj,n,negative
failures,weaksubj,1,noun,n,negative
faint,weaksubj,1,adj,n,negative
fainthearted,strongsubj,1,adj,n,negative
fair,weaksubj,1,adj,n,positive
fair,weaksubj,1,noun,n,positive
fairly,weaksubj,1,adverb,n,positive
fairness,weaksubj,1,adj,n,positive
fairness,weaksubj,1,noun,n,positive
faith,strongsubj,1,adj,n,positive
faith,strongsubj,1,noun,n,positive
faithful,strongsubj,1,adj,n,positive
faithful,strongsubj,1,noun,n,positive
faithfully,strongsubj,1,anypos,n,positive
faithfulness,strongsubj,1,noun,n,positive
faithless,strongsubj,1,adj,n,negative
fake,strongsubj,1,adj,n,negative
fall,weaksubj,1,verb,y,negative
fallacies,strongsubj,1,adj,n,negative
fallacies,strongsubj,1,noun,n,negative
fallacious,strongsubj,1,adj,n,negative
fallaciously,strongsubj,1,adverb,n,negative
fallaciousness,strongsubj,1,noun,n,negative
fallacy,strongsubj,1,noun,n,negative
fallout,strongsubj,1,noun,n,negative
false,strongsubj,1,adj,n,negative
false,strongsubj,1,anypos,n,negative
falsehood,strongsubj,1,noun,n,negative
falsely,strongsubj,1,anypos,n,negative
falsify,strongsubj,1,verb,y,negative
falter,strongsubj,1,verb,y,negative
famed,weaksubj,1,adj,n,positive
familiar,weaksubj,1,adj,n,neutral
familiar,weaksubj,1,anypos,y,neutral
fame,strongsubj,1,noun,n,positive
famed,strongsubj,1,adj,n,positive
famine,strongsubj,1,noun,n,negative
famished,strongsubj,1,adj,n,negative
famous,weaksubj,1,adj,n,positive
famously,strongsubj,1,adj,n,positive
fanatic,strongsubj,1,noun,n,negative
fanatical,strongsubj,1,adj,n,negative
fanatically,strongsubj,1,anypos,n,negative
fanaticism,strongsubj,1,noun,n,negative
fanatics,strongsubj,1,noun,n,negative
fanciful,strongsubj,1,adj,n,negative
fancy,strongsubj,1,adj,n,positive
fancy,strongsubj,1,verb,y,positive
fanfare,strongsubj,1,adj,n,positive
fanfare,strongsubj,1,noun,n,positive
fantastic,strongsubj,1,anypos,n,positive
fantastically,strongsubj,1,anypos,n,positive
fantasy,strongsubj,1,adj,n,positive
fantasy,strongsubj,1,noun,n,positive
far,strongsubj,1,fetched,adj,n negative
far,weaksubj,1,reaching,adj,n neutral
farfetched,strongsubj,1,adj,n,negative
farce,strongsubj,1,noun,n,negative
farcical,strongsubj,1,anypos,n,negative
farcical,strongsubj,1,yet,provocative,adj n negative
